id,w,division,type
01164,4674.75,8,4
01165,19177.04,3,2
01166,4193.99,4,2
01167,7305.37,10,2
01168,2969.4,4,2
01169,7862.34,2,2
01170,8345.55,7,2
01171,4687.53,1,4
01172,5897.13,4,2
01173,4842.52,5,3
01174,6861.29,5,2
01175,2742.57,4,2
01176,13826.63,5,1
01177,9170.44,6,2
01178,6297.04,5,2
01179,19177.04,3,2
01180,22872.57,2,2
01181,37518.82,5,2
01182,2969.4,4,2
01183,7970.44,7,4
01184,10007.99,9,1
01185,11174.23,1,2
01186,6910.33,5,2
01187,15309.79,3,4
01188,6745.51,4,2
01189,10550.9,9,2
01190,3424.31,4,2
01191,4311.35,1,5
01192,6589.42,10,2
01193,4193.99,4,2
01194,7107.36,1,5
01195,7148.36,7,3
01196,9005.9,1,4
01197,13723.27,5,2
01198,17163.84,3,4
01199,9865.1,5,5
01200,7595.51,1,2
01201,8862.19,7,5
01202,12661.58,5,2
01203,6763.24,5,2
01204,11525.61,2,3
01205,2993.34,4,2
01206,15716.67,4,1
01207,2673.74,4,2
01208,13723.27,5,2
01209,6027.16,1,2
01210,6822.46,10,4
01211,6206.52,10,2
01212,4232.49,4,2
01213,12948.21,5,2
01214,8122.52,10,5
01215,14264.79,5,5
01216,6113.88,10,4
01217,9290.39,3,2
01218,13371.72,2,5
01219,9396.77,5,2
01220,7866.04,5,5
01221,8500.6,10,5
01222,18001.17,5,5
01223,7232.63,2,2
01224,18204.89,2,2
01225,7427.4,10,3
01226,6124.74,4,5
01227,2742.57,4,2
01228,20126.93,2,4
01229,6919.42,1,2
01230,7305.68,10,2
01231,10253.46,2,3
01232,11409.32,3,2
01233,6819.02,5,5
01234,6822.47,10,4
01235,4245.83,1,5
01236,15698.76,3,3
01237,11145.47,6,1
01238,3472.59,4,2
01239,10576.37,9,2
01240,8458.37,5,2
01241,568.26,2,2
01242,8236.3,10,2
01243,13035.57,7,5
01244,8649.38,10,1
01245,4251.03,1,1
01246,45644.32,3,2
01247,12890.06,7,5
01248,10270.16,10,2
01249,9577.22,10,5
01250,4786.03,2,3
01251,4224,4,2
01252,5126.84,4,2
01253,8236.09,7,4
01254,7489.17,7,2
01255,8484.74,7,4
01256,8085.78,10,5
01257,7401.83,10,2
01258,6373.55,1,2
01259,8040.37,9,3
01260,12704.77,5,1
01261,2993.34,4,2
01262,9835.25,3,2
01263,9170.44,6,2
01264,12002.86,5,2
01265,11362.76,6,2
01266,12487.1,5,1
01267,2673.74,4,2
01268,4020.19,4,3
01269,2676.1,4,2
01270,14226.59,5,5
01271,7707.69,5,2
01272,6589.14,10,2
01273,4286.3,1,2
01274,8326.85,9,2
01275,10755.89,10,2
01276,9229.28,5,2
01277,12606.01,2,3
01278,5629.1,1,2
01279,7703.42,10,2
01280,8276.66,10,5
01281,15716.67,4,1
01282,7706.01,5,5
01283,5459.33,1,2
01284,8050.41,5,2
01285,14629.95,7,2
01286,5414.54,1,2
01287,8959.86,5,3
01288,4133.56,1,2
01289,10128.15,5,2
01290,17230.63,3,2
01291,8727.65,10,5
01292,16004.67,7,5
01293,8576.35,7,5
01294,6576.85,7,2
01295,6297.04,5,2
01296,3894.99,1,3
01297,7999.79,10,2
01298,5381.47,4,4
01299,11518.54,2,5
01300,6822.47,10,4
01301,6424.7,10,2
01302,13109.09,5,2
01303,4697.21,4,2
01304,5128.66,8,2
01305,5313.71,4,2
01306,4625.84,8,2
01307,19924.41,8,1
01308,2767.96,10,3
01309,8605.82,5,2
01310,3684.98,4,2
01311,10063.58,6,2
01312,7169.31,10,2
01313,2676.1,4,2
01314,7962.72,3,2
01315,16847.45,3,2
01316,8465.26,3,2
01317,10249.23,7,2
01318,6373.55,1,2
01319,3141.6,4,5
01320,4033.27,4,2
01321,6792.34,4,5
01322,15864.35,2,2
01323,12550.17,2,2
01324,9331.37,10,5
01325,4634.22,4,2
01326,7100.19,2,5
01327,16699.16,5,1
01328,6054.97,5,2
01329,7489.17,7,2
01330,6054.97,5,2
01331,14526.65,6,2
01332,9550.27,10,2
01333,11942.45,6,2
01334,7305.36,10,2
01335,2944.32,1,3
01336,9950.48,8,5
01337,12582.3,5,2
01338,27399.33,7,2
01339,2778.26,4,2
01340,8244.45,10,2
01341,8290.54,10,4
01342,9367.36,9,3
01343,12746.72,6,2
01344,12779.4,9,1
01345,4569.52,4,3
01346,4956.03,8,3
01347,4197.34,1,2
01348,7634.59,7,5
01349,11849.23,2,3
01350,17230.63,3,2
01351,9260.44,10,2
01352,6882.44,1,5
01353,4971.92,1,4
01354,6763.24,5,2
01355,8326.85,9,2
01356,8410.39,7,2
01357,24301.08,2,5
01358,11330.02,8,2
01359,5629.1,1,2
01360,5862.85,1,2
01361,5463.41,10,3
01362,6373.55,1,2
01363,12661.58,5,2
01364,2935.68,4,2
01365,4088.05,1,2
01366,6576.85,7,2
01367,4724.46,1,4
01368,4751.97,4,2
01369,16250.35,5,5
01370,11174.23,1,2
01371,16847.45,3,2
01372,9308.55,5,2
01373,7951.52,10,2
01374,9433.48,5,5
01375,5128.66,8,2
01376,6282.72,10,3
01377,7169.31,10,2
01378,2778.26,4,2
01379,17891.41,10,2
01380,8634.54,7,2
01381,8236.08,7,4
01382,9433.48,5,5
01383,10845.19,3,2
01384,6193.32,10,2
01385,12550.18,2,2
01386,3123.01,4,2
01387,11141.99,5,3
01388,10806.57,2,5
01389,9709.41,7,1
01390,8236.3,10,2
01391,11838.59,7,2
01392,4224,4,2
01393,13492.5,7,2
01394,4912.4,8,2
01395,7465.53,10,5
01396,13118.94,3,4
01397,4224,4,2
01398,7130.81,10,2
01399,19232.31,2,1
01400,8465.26,3,2
01401,6466.42,10,2
01402,4739.7,1,4
01403,5699.76,5,3
01404,10031.79,5,3
01405,3988.54,4,1
01406,6552.25,10,2
01407,19823.36,3,5
01408,16521.91,3,2
01409,4697.21,4,2
01410,2778.26,4,2
01411,10128.1,2,5
01412,22051.81,8,2
01413,7604.88,7,2
01414,4912.4,8,2
01415,6054.97,5,2
01416,11394.8,2,4
01417,6900.46,10,5
01418,6054.97,5,2
01419,7960.93,3,2
01420,8237.07,10,2
01421,7945.98,5,2
01422,11875.71,3,1
01423,3875.43,1,3
01424,8605.82,5,2
01425,8324.53,10,2
01426,9153.52,10,1
01427,5763.04,10,3
01428,5165.34,8,5
01429,7420.45,8,3
01430,8338.14,2,2
01431,5463.41,10,3
01432,12810.12,3,2
01433,7229.76,2,2
01434,7229.76,2,2
01435,9431.33,10,5
01436,11525.61,2,3
01437,3242.22,4,2
01438,11849.24,2,3
01439,9737.42,8,2
01440,11145.47,6,1
01441,5621.06,4,2
01442,15139.04,7,2
01443,6447.56,1,2
01444,13960.2,9,5
01445,11331.06,7,3
01446,7264.47,10,2
01447,14549.08,5,2
01448,6663.62,5,2
01449,8500.6,10,5
01450,8788.48,9,2
01451,7826.43,10,3
01452,9229.51,7,2
01453,5675.99,4,5
01454,3487.09,4,4
01455,5406.01,10,3
01456,17063.8,3,5
01457,13218.59,3,2
01458,9036.61,7,2
01459,9909.89,2,5
01460,9194.7,1,2
01461,32289.59,3,2
01462,10227.7,9,1
01463,6552.24,5,2
01464,5800.45,7,3
01465,7659.21,5,2
01466,12110.19,6,2
01467,12469.42,6,2
01468,13625.2,5,1
01469,5128.66,8,2
01470,6893.97,7,5
01471,7096.84,7,2
01472,7208.1,5,5
01473,9737.42,8,2
01474,7169.31,10,2
01475,4020.19,4,3
01476,10310.21,5,2
01477,5629.1,1,2
01478,9623.68,6,2
01479,18689.61,7,1
01480,9914.93,4,2
01481,2886.61,1,3
01482,8274.02,2,4
01483,7951.52,10,2
01484,17110.21,7,5
01485,5019.89,8,5
01486,7703.43,10,2
01487,3773.97,4,2
01488,12407.57,2,2
01489,5675.99,4,5
01490,5177.54,8,2
01491,4065.83,1,5
01492,7326.18,10,5
01493,12100.53,3,2
01494,5403.9,9,5
01495,5629.1,1,2
01496,7955.39,2,2
01497,6912.44,2,2
01498,4254.68,4,2
01499,14625.78,5,4
01500,9623.69,6,2
01501,14998.97,3,2
01502,5181.02,10,3
01503,7341.32,2,2
01504,6252.35,5,2
01505,10815.21,5,1
01506,19577.6,5,2
01507,14533.04,5,2
01508,5878.4,5,2
01509,9709.41,7,1
01510,12367.4,10,5
01511,4751.97,4,2
01512,6698.86,5,4
01513,9296.32,5,1
01514,10834.98,10,5
01515,12679.94,3,2
01516,10344.9,9,2
01517,17880.5,3,5
01518,5414.54,1,2
01519,8821.78,5,5
01520,16847.45,3,2
01521,7667.19,10,5
01522,8107.24,10,3
01523,9907.38,6,2
01524,8218.57,7,2
01525,9170.44,6,2
01526,18905.73,2,1
01527,10203.27,10,5
01528,10576.37,9,2
01529,7364.81,2,2
01530,2834.52,4,3
01531,9892.35,5,5
01532,6413.78,10,2
01533,12679.94,3,2
01534,6552.25,10,2
01535,8345.55,7,2
01536,4927.77,10,3
01537,11330.02,8,2
01538,7229.76,2,2
01539,8542.98,7,2
01540,8115.95,4,2
01541,3991.1,1,2
01542,10192.47,2,4
01543,10249.22,7,2
01544,11362.76,6,2
01545,4133.56,1,2
01546,2814.88,4,2
01547,9463.07,10,5
01548,6511.36,10,1
01549,3242.22,4,2
01550,6540.32,5,2
01551,8486.68,7,2
01552,15914.42,3,2
01553,10128.15,5,2
01554,8274.02,2,4
01555,10081.23,5,2
01556,6987.26,7,4
01557,6453.26,5,2
01558,4875.64,8,2
01559,7788.02,7,2
01560,14865.06,2,2
01561,6919.42,1,2
01562,4751.97,4,2
01563,17933.92,7,2
01564,9296.35,5,3
01565,8568.82,4,2
01566,7962.72,3,2
01567,5832.26,5,3
01568,6589.14,10,2
01569,7060.52,7,5
01570,7577.54,7,2
01571,6297.04,5,2
01572,5463.41,10,3
01573,5267.13,5,3
01574,13588.04,6,2
01575,4739.7,1,4
01576,14733.41,3,2
01577,9651.72,6,2
01578,7169.31,10,2
01579,6120.16,1,2
01580,15431.34,2,2
01581,6273.49,4,5
01582,3409.68,4,2
01583,5002.97,8,2
01584,5939.33,8,1
01585,8542.97,7,2
01586,8594.51,10,2
01587,7577.54,7,2
01588,6996.13,5,2
01589,10845.2,3,2
01590,7169.31,10,2
01591,6932.01,7,5
01592,4224,4,2
01593,14012.4,2,3
01594,12550.17,2,2
01595,7133.12,7,2
01596,5165.34,8,5
01597,13175.74,3,2
01598,8274.02,2,4
01599,5629.1,1,2
01600,4590.24,8,2
01601,6356.48,1,4
01602,8710.49,7,2
01603,6297.04,5,2
01604,4088.05,1,2
01605,2778.26,4,2
01606,13711.04,5,2
01607,4751.97,4,2
01608,4388.98,4,2
01609,7955.39,2,2
01610,16002.9,6,5
01611,55997.44,2,2
01612,5666.76,10,3
01613,7620.12,10,2
01614,4751.97,4,2
01615,5878.4,5,2
01616,5599.87,4,5
01617,10352.14,6,2
01618,12550.18,2,2
01619,2894.87,4,2
01620,9748.88,9,2
01621,3520.88,4,5
01622,9179.82,10,2
01623,7369.68,4,2
01624,6469.7,1,4
01625,7140.04,10,4
01626,17863.9,2,3
01627,3873.23,8,2
01628,6471.9,1,2
01629,5388.83,4,2
01630,7503.02,10,2
01631,7313.72,2,2
01632,7169.31,10,2
01633,7537.76,10,2
01634,9431.33,10,5
01635,2778.26,4,2
01636,11362.76,6,2
01637,4310.36,1,5
01638,7962.72,3,2
01639,5414.54,1,2
01640,7169.31,10,2
01641,7093.98,10,2
01642,7549.59,6,2
01643,17562.62,7,2
01644,11331.06,7,3
01645,9008.73,10,5
01646,4751.97,4,2
01647,5613.46,4,2
01648,5991.05,5,2
01649,11330.02,8,2
01650,10788.66,4,2
01651,8775.31,4,5
01652,5002.97,8,2
01653,4982.32,8,5
01654,12984.84,7,2
01655,9290.39,3,2
01656,8338.14,2,2
01657,5862.85,1,2
01658,6165.75,5,2
01659,7232.63,2,2
01660,7960.93,3,2
01661,10063.79,2,2
01662,6655.08,7,4
01663,20093.3,3,5
01664,9296.32,5,1
01665,6583.36,5,5
01666,8609.29,10,5
01667,7264.47,10,2
01668,5878.4,5,2
01669,9713.22,6,2
01670,19072.39,5,2
01671,9246.4,2,5
01672,8639.69,3,2
01673,8390.49,5,5
01674,13499.24,3,2
01675,2969.4,4,2
01676,14264.79,5,5
01677,9463.07,10,5
01678,10807.79,9,5
01679,7188.89,8,5
01680,6344.82,5,4
01681,6821.06,10,2
01682,8969.62,10,2
01683,6991.24,1,4
01684,9909.89,2,5
01685,10506.97,7,2
01686,8906.63,4,2
01687,7632.08,4,2
01688,11278.02,6,2
01689,12679.94,3,2
01690,18885.42,5,1
01691,20073.85,9,2
01692,14025.74,5,2
01693,7862.34,2,2
01694,7264.47,10,2
01695,3912.87,1,2
01696,2673.74,4,2
01697,11616.32,5,5
01698,7420.45,8,3
01699,5629.1,1,2
01700,5878.4,5,2
01701,7577.55,7,2
01702,7264.47,10,2
01703,20518.26,3,4
01704,3917.82,4,5
01705,7577.55,7,2
01706,11580.33,4,5
01707,10651.14,10,5
01708,5115.11,8,1
01709,14733.41,3,2
01710,6273.49,4,5
01711,9345.73,7,5
01712,24548.53,5,3
01713,8218.57,7,2
01714,15220.05,3,2
01715,8710.49,7,2
01716,9539.46,9,2
01717,7951.52,10,2
01718,19500.09,3,5
01719,7942.96,10,3
01720,14873.96,7,4
01721,17505.94,7,5
01722,6714.07,4,5
01723,6506.71,5,2
01724,12219.82,5,2
01725,3909.18,4,2
01726,6118.04,4,5
01727,8744.51,7,5
01728,15359.29,3,2
01729,10062.81,2,5
01730,5414.54,1,2
01731,20970.15,3,1
01732,5187.44,1,1
01733,10128.15,5,2
01734,12469.42,6,2
01735,6814.27,1,2
01736,13109.09,5,2
01737,11096.27,5,5
01738,7215.88,2,2
01739,10187.2,7,5
01740,13412.54,2,5
01741,16617.14,2,3
01742,6050.4,8,2
01743,6767.42,10,2
01744,6466.42,10,2
01745,16020.98,3,2
01746,8991.67,2,5
01747,6881.6,6,3
01748,12550.17,2,2
01749,9220.51,1,4
01750,10845.2,3,2
01751,12401,2,2
01752,10317.96,3,2
01753,5334.31,1,2
01754,13687.18,10,1
01755,12582.29,5,2
01756,11362.76,6,2
01757,4224,4,2
01758,5177.54,8,2
01759,8517.92,4,5
01760,9516.48,9,2
01761,5878.4,5,2
01762,6936.83,10,2
01763,5027.03,1,3
01764,20626.34,2,4
01765,6070.64,5,4
01766,9563.45,10,2
01767,8064.03,5,2
01768,12755.82,5,2
01769,5621.06,4,2
01770,10957.2,2,4
01771,11250.91,2,2
01772,7414.55,10,5
01773,6792.34,4,5
01774,9260.44,10,2
01775,6206.52,10,2
01776,13085.77,5,4
01777,4224,4,2
01778,4977.19,4,2
01779,14058.12,3,2
01780,10317.95,3,2
01781,7577.54,7,2
01782,4500.82,4,2
01783,9131.57,10,2
01784,4786.03,2,3
01785,27157.88,2,4
01786,5906.02,4,2
01787,8630.84,7,2
01788,7577.54,7,2
01789,7239.28,5,2
01790,16028.44,5,5
01791,6622.69,1,5
01792,11535.95,10,2
01793,6905.04,7,2
01794,16521.9,3,2
01795,11330.02,8,2
01796,23529.47,3,2
01797,7811.37,5,5
01798,13117.18,3,2
01799,13620.76,9,2
01800,6027.65,5,5
01801,14249.48,7,2
01802,6297.04,5,2
01803,2935.68,4,2
01804,8724.99,10,2
01805,7537.76,10,2
01806,14560.29,2,3
01807,6989.1,5,2
01808,10325.43,7,3
01809,8458.37,5,2
01810,6721.76,5,4
01811,5621.06,4,2
01812,13661.28,9,2
01813,4702.48,4,2
01814,8405.11,5,2
01815,14052.67,10,1
01816,19668.96,5,2
01817,9170.44,6,2
01818,12046.39,3,2
01819,6054.97,5,2
01820,4115.17,10,5
01821,3975.02,4,3
01822,8126.73,7,4
01823,8050.4,5,2
01824,8284.87,6,2
01825,6297.04,5,2
01826,7264.47,10,2
01827,18655.69,3,3
01828,6589.42,10,2
01829,12100.53,3,2
01830,7264.47,10,2
01831,5177.54,8,2
01832,14733.41,3,2
01833,7232.63,2,2
01834,7204.59,5,2
01835,7934.09,1,4
01836,7049.08,4,2
01837,6932.01,7,5
01838,15692.91,10,5
01839,5019.89,8,5
01840,5991.05,5,2
01841,4751.97,4,2
01842,6861.29,5,2
01843,6466.42,10,2
01844,7951.52,10,2
01845,5621.06,4,2
01846,5177.54,8,2
01847,9028.1,6,2
01848,11886.5,8,1
01849,6919.42,1,2
01850,2814.88,4,2
01851,4147.11,1,5
01852,4996.53,4,2
01853,6394.48,4,2
01854,15698.76,3,3
01855,7955.4,2,2
01856,4224,4,2
01857,4052.69,1,2
01858,6799.89,4,2
01859,6552.24,5,2
01860,7337.12,2,2
01861,7131.08,10,2
01862,9737.42,8,2
01863,19914.71,3,2
01864,8862.19,7,5
01865,13412.54,2,5
01866,17137.42,8,2
01867,6596.35,10,2
01868,11946.94,5,5
01869,6932.01,7,5
01870,9348.86,3,4
01871,5991.05,5,2
01872,7742.86,2,2
01873,5128.66,8,2
01874,4702.48,4,2
01875,19177.04,3,2
01876,6891.43,1,5
01877,10249.22,7,2
01878,8862.19,7,5
01879,11362.76,6,2
01880,14171.22,5,2
01881,4197.34,1,2
01882,3596.85,4,2
01883,10147.7,5,1
01884,20875.7,3,2
01885,10460.35,10,5
01886,6413.78,10,2
01887,13191.69,3,3
01888,11849.23,2,3
01889,5935.81,4,1
01890,9246.4,2,5
01891,9332.24,10,5
01892,7521.43,10,1
01893,10062.81,2,5
01894,10659.22,6,2
01895,14822.52,9,2
01896,10878.44,2,2
01897,9038.96,7,4
01898,5600.99,8,2
01899,5600.99,8,2
01900,7313.36,10,2
01901,6996.13,5,2
01902,9170.44,6,2
01903,11330.02,8,2
01904,5621.06,4,2
01905,8345.55,7,2
01906,7093.98,10,2
01907,11269.89,10,2
01908,20126.93,2,4
01909,14972.06,1,4
01910,4388.98,4,2
01911,7632.08,4,2
01912,10576.37,9,2
01913,5367.51,5,2
01914,3118.43,3,2
01915,10705.62,2,2
01916,9853.2,6,4
01917,6090.67,10,2
01918,4697.21,4,2
01919,10834.97,10,5
01920,7095.22,7,4
01921,4088.05,1,2
01922,18749.33,3,5
01923,8744.87,9,3
01924,7598.35,2,5
01925,5313.71,4,2
01926,13155.68,8,2
01927,6858.53,10,2
01928,9222.64,10,4
01929,8491.79,10,2
01930,8324.53,10,2
01931,7718.02,7,2
01932,12659.76,7,2
01933,5796.01,10,4
01934,4680.78,4,5
01935,4842.52,5,3
01936,11076.59,9,2
01937,29148.28,3,2
01938,11293.47,5,2
01939,8243.46,1,3
01940,14313.59,3,2
01941,17933.92,7,2
01942,6590.83,5,5
01943,6587.7,2,2
01944,13931.33,5,1
01945,8787.33,10,5
01946,7401.83,10,2
01947,7477.88,10,2
01948,14695.03,7,1
01949,8218.34,4,3
01950,18040.12,5,1
01951,5629.1,1,2
01952,3244.16,4,2
01953,8405.11,5,2
01954,8345.55,7,2
01955,9773.66,6,2
01956,5457.21,8,2
01957,11002.05,5,2
01958,6398.48,10,2
01959,8991.35,7,2
01960,6506.7,5,2
01961,10491.68,10,5
01962,3532.46,4,4
01963,5211.54,10,2
01964,7169.31,10,2
01965,7025.59,5,4
01966,7921.8,10,4
01967,19008.31,3,4
01968,12253.98,5,4
01969,2778.26,4,2
01970,6027.65,5,5
01971,20672.11,3,5
01972,7549.59,6,2
01973,11911.25,2,2
01974,5114.42,4,5
01975,15482.19,6,2
01976,5689.77,4,2
01977,15658.49,3,2
01978,37042.56,6,2
01979,5878.4,5,2
01980,7921.8,10,4
01981,7549.59,6,2
01982,9986.66,6,2
01983,5906.02,4,2
01984,8594.51,10,2
01985,6996.13,5,2
01986,4875.64,8,2
01987,5712.07,2,3
01988,7169.31,10,2
01989,18001.17,5,5
01990,7421.93,5,2
01991,15588.45,7,5
01992,10550.9,9,2
01993,6494.11,1,4
01994,5929.23,5,2
01995,7281.05,10,4
01996,7204.59,5,2
01997,8925.16,4,1
01998,7495.67,7,2
01999,7549.59,6,2
02000,7164.33,5,2
02001,10277.1,6,2
02002,7634.59,7,5
02003,5414.54,1,2
02004,7566.84,10,4
02005,7169.31,10,2
02006,13476.62,3,3
02007,6583.36,5,5
02008,53483.18,8,4
02009,9383.36,10,2
02010,6442.28,7,4
02011,7962.72,3,2
02012,8408.13,7,2
02013,2742.57,4,2
02014,7264.47,10,2
02015,4734.68,10,3
02016,10807.79,9,5
02017,11884.82,5,1
02018,9909.89,2,5
02019,8634.1,8,3
02020,2814.88,4,2
02021,16847.45,3,2
02022,6274.65,9,5
02023,7093.98,10,2
02024,5715.96,1,2
02025,13781.07,2,1
02026,4739.7,1,4
02027,7352.81,3,2
02028,3815.11,10,2
02029,9244.79,4,2
02030,10616.05,5,2
02031,4702.48,4,2
02032,10959.04,6,2
02033,9781.48,6,3
02034,13607.21,6,2
02035,8205,5,2
02036,8611.58,4,2
02037,13641.13,6,5
02038,6442.28,7,4
02039,8007.31,10,2
02040,5862.86,1,2
02041,6297.04,5,2
02042,6506.71,5,2
02043,17888.36,3,2
02044,7535.95,7,2
02045,6332.58,1,4
02046,7326.18,10,5
02047,4625.22,1,2
02048,7305.68,10,2
02049,10062.81,2,5
02050,17163.83,3,4
02051,4232.49,4,2
02052,6267.95,5,2
02053,4132.53,4,2
02054,8465.26,3,2
02055,6054.97,5,2
02056,10576.37,9,2
02057,8326.85,9,2
02058,11032.08,8,5
02059,15588.45,7,5
02060,7867.18,10,2
02061,12550.17,2,2
02062,3162.09,1,3
02063,10560.97,6,2
02064,17411.45,2,5
02065,7169.31,10,2
02066,12102.54,10,1
02067,35517.02,8,2
02068,3600.76,2,2
02069,10270.16,10,2
02070,5991.05,5,2
02071,2691.16,4,2
02072,6602.54,7,5
02073,7093.98,10,2
02074,15966.07,5,2
02075,4388.98,4,2
02076,3075.34,4,2
02077,8277.02,10,5
02078,20041.42,2,2
02079,7204.75,10,4
02080,8859.02,10,2
02081,3909.18,4,2
02082,11465.62,5,2
02083,7232.63,2,2
02084,13837.19,5,2
02085,8284.87,6,2
02086,19013.57,5,2
02087,6365.37,7,3
02088,10310.21,5,2
02089,8955.85,7,2
02090,10793.11,5,4
02091,14293.97,2,2
02092,26268.42,5,2
02093,8833.6,1,5
02094,14326.97,3,3
02095,7075.63,10,3
02096,9815.47,2,5
02097,7420.94,1,4
02098,8938.96,5,1
02099,4397.63,8,2
02100,9401.19,10,2
02101,16137.47,3,2
02102,2894.87,4,2
02103,17428,3,2
02104,7727.97,10,5
02105,10751.43,2,5
02106,5007.79,5,4
02107,8640.83,10,1
02108,10545,9,2
02109,10651.14,10,5
02110,2778.26,4,2
02111,5545.54,4,2
02112,11838.59,7,2
02113,5629.1,1,2
02114,8140.75,2,5
02115,9206.27,6,5
02116,14076.75,2,2
02117,6663.62,5,2
02118,6171.68,10,3
02119,6862.35,2,3
02120,14528.94,10,2
02121,13948.8,3,2
02122,14615.7,3,2
02123,7489.17,7,2
02124,11293.98,4,2
02125,8345.55,7,2
02126,6297.04,5,2
02127,13676.76,10,2
02128,6912.44,2,2
02129,18689.61,7,1
02130,14682.21,2,5
02131,6712.75,10,1
02132,7955.39,2,2
02133,14727.35,3,2
02134,4625.22,1,2
02135,6540.32,5,2
02136,10576.37,9,2
02137,10576.38,9,2
02138,11465.62,5,2
02139,6995.53,10,3
02140,6861.29,5,2
02141,12817.55,3,3
02142,16010.77,5,5
02143,7464.5,4,4
02144,7129.32,1,4
02145,13788.07,7,1
02146,30891.45,2,4
02147,5313.71,4,2
02148,8567.99,10,5
02149,6054.97,5,2
02150,4639.76,8,4
02151,7955.39,2,2
02152,2673.74,4,2
02153,2566.03,4,2
02154,6297.04,5,2
02155,10063.59,6,2
02156,16838.06,5,5
02157,14023.05,4,4
02158,19450.84,3,5
02159,5079.04,5,3
02160,10899.67,10,2
02161,13117.18,3,2
02162,4751.97,4,2
02163,14057.42,3,2
02164,7169.31,10,2
02165,22856.38,6,1
02166,14069.2,3,3
02167,10352.14,6,2
02168,14326.97,3,3
02169,7634.59,7,5
02170,5621.06,4,2
02171,13964.37,5,1
02172,6165.75,5,2
02173,4224,4,2
02174,6861.29,5,2
02175,11535.95,10,2
02176,14733.41,3,2
02177,10490.39,5,2
02178,7604.88,7,2
02179,8230.33,10,5
02180,8822.01,5,5
02181,6789.66,5,5
02182,13398.59,3,2
02183,10845.19,3,2
02184,8724.99,10,2
02185,6054.97,5,2
02186,10959.3,6,2
02187,6118.04,4,5
02188,17357.53,5,2
02189,10807.79,9,5
02190,15253.92,5,2
02191,14549.08,5,2
02192,4622.79,4,3
02193,3239.17,4,3
02194,7905.91,10,2
02195,11330.03,8,2
02196,5367.51,5,2
02197,4842.52,5,3
02198,8050.41,5,2
02199,13879.87,9,5
02200,27165.42,3,5
02201,6297.04,5,2
02202,5932.15,5,3
02203,18449.01,7,2
02204,7784.79,7,2
02205,9260.44,10,2
02206,11378.87,5,1
02207,7085.26,10,3
02208,6576.85,7,2
02209,3909.18,4,2
02210,6540.32,5,2
02211,7016.4,5,5
02212,11655,10,2
02213,8962.1,5,2
02214,4197.34,1,2
02215,3576.14,1,1
02216,16178.31,3,1
02217,8376.67,5,2
02218,14591.87,3,2
02219,12073.57,5,2
02220,8542.98,7,2
02221,4680.78,4,5
02222,12552.84,10,1
02223,16003.56,7,2
02224,7068.45,7,2
02225,7537.76,10,2
02226,2711.43,4,2
02227,5545.54,4,2
02228,6590.83,5,5
02229,8542.98,7,2
02230,11278.02,6,2
02231,7735.36,4,2
02232,11192.01,2,5
02233,3262.63,4,4
02234,8338.14,2,2
02235,4759.86,1,4
02236,9539.46,9,2
02237,23774.13,2,2
02238,5629.1,1,2
02239,17288.76,3,2
02240,8815.12,10,4
02241,8435.02,10,2
02242,6078.63,5,5
02243,7962.72,3,2
02244,9229.51,7,2
02245,13631.19,5,2
02246,3667.82,4,5
02247,5414.54,1,2
02248,8724.99,10,2
02249,6240.95,1,2
02250,9588.68,10,5
02251,10317.95,3,2
02252,8236.3,10,2
02253,7634.59,7,5
02254,7553.73,2,4
02255,11669.16,2,3
02256,4702.48,4,2
02257,7495.67,7,2
02258,3814.84,4,2
02259,7715.6,2,5
02260,9206.27,6,5
02261,4702.48,4,2
02262,2778.26,4,2
02263,14390.54,2,4
02264,7093.98,10,2
02265,5413.13,5,3
02266,7855.8,10,2
02267,14727.35,3,2
02268,9760.39,7,5
02269,19177.04,3,2
02270,14727.35,3,2
02271,10512.33,10,2
02272,18613.78,9,2
02273,7136.88,10,2
02274,4132.61,1,2
02275,9972.5,10,5
02276,6418.68,5,2
02277,5468.24,4,3
02278,10168.07,10,5
02279,5466.46,8,2
02280,19459.15,5,1
02281,8111.5,5,4
02282,7088.75,4,1
02283,7438.94,2,4
02284,12735.97,3,4
02285,6763.24,5,2
02286,5580.44,4,4
02287,12308.56,2,4
02288,9849.68,2,2
02289,9431.33,10,5
02290,12187.23,2,4
02291,10344.9,9,2
02292,12100.53,3,2
02293,2676.1,4,2
02294,14080.54,5,5
02295,3004.5,1,3
02296,7689.14,5,5
02297,20706.21,5,1
02298,5126.84,4,2
02299,12438.09,7,4
02300,7305.68,10,2
02301,4294.15,1,5
02302,2676.1,4,2
02303,7169.31,10,2
02304,9039.2,4,2
02305,13737.51,7,2
02306,6297.04,5,2
02307,5623.82,1,5
02308,5403.9,9,5
02309,7604.88,7,2
02310,12789.88,10,2
02311,2676.1,4,2
02312,5621.06,4,2
02313,9275.97,7,2
02314,14249.47,7,2
02315,7110.94,10,2
02316,30947.87,3,4
02317,9620.54,5,3
02318,6004.19,5,2
02319,6858.53,10,2
02320,5126.84,4,2
02321,14563.96,3,2
02322,17110.21,7,5
02323,7264.47,10,2
02324,7827.84,7,2
02325,8089.88,10,2
02326,7834.5,2,2
02327,13383.63,7,5
02328,5403.16,8,2
02329,9015.28,2,4
02330,7232.63,2,2
02331,4610.74,8,3
