id,w,division,type
09482,14591.21,3,3
09483,22024.12,5,1
09484,14567.19,9,2
09485,8345.55,7,2
09486,7133.12,7,2
09487,4104.77,1,2
09488,5234.82,2,3
09489,2935.68,4,2
09490,13371.72,2,5
09491,13117.18,3,2
09492,2814.88,4,2
09493,4625.84,8,2
09494,7326.18,10,5
09495,5481.64,4,2
09496,16137.48,3,2
09497,3711.71,10,5
09498,25748.46,3,1
09499,7510.48,9,2
09500,10550.9,9,2
09501,7169.31,10,2
09502,3332.8,4,3
09503,7591.59,1,5
09504,5253.24,1,2
09505,15042.07,6,1
09506,13109.09,5,2
09507,5565.54,8,5
09508,5323.3,2,3
09509,15966.07,5,2
09510,7264.47,10,2
09511,7960.93,3,2
09512,5195.34,4,4
09513,6606.63,7,3
09514,7703.43,10,2
09515,9836.37,5,2
09516,7571.03,10,2
09517,12133.08,7,1
09518,6663.81,2,5
09519,12704.78,5,1
09520,11884.82,5,1
09521,13117.07,6,1
09522,11330.03,8,2
09523,11079.64,6,2
09524,5556.29,4,2
09525,13641.13,6,5
09526,15623.27,2,2
09527,7562.5,10,2
09528,9433.48,5,5
09529,17552.96,2,2
09530,3988.54,4,1
09531,4232.49,4,2
09532,8969.92,1,5
09533,7503.02,10,2
09534,12084.23,10,4
09535,14080.54,5,5
09536,4224,4,2
09537,15220.06,3,2
09538,6539.97,2,3
09539,8675.73,2,2
09540,4251.03,1,1
09541,11062.61,2,4
09542,12550.18,2,2
09543,4498.41,4,3
09544,6027.16,1,2
09545,12880.25,7,3
09546,7851.73,5,5
09547,9260.44,10,2
09548,12421.43,5,2
09549,7049.08,4,2
09550,4357.04,8,2
09551,7510.48,9,2
09552,7742.86,2,2
09553,4751.97,4,2
09554,11849.23,2,3
09555,30343.05,7,5
09556,7093.98,10,2
09557,4625.84,8,2
09558,6014.45,5,5
09559,6508.77,1,4
09560,4232.49,4,2
09561,16847.45,3,2
09562,13336.63,5,2
09563,9345.73,7,5
09564,6800.58,5,2
09565,5545.54,4,2
09566,10082.51,3,2
09567,14339.63,6,1
09568,20756.82,5,2
09569,6766.63,2,5
09570,9443.97,5,2
09571,7088.61,10,5
09572,7686.6,2,5
09573,13336.63,5,2
09574,7960.93,3,2
09575,3912.87,1,2
09576,6873.74,5,2
09577,10352.14,6,2
09578,14435.21,1,4
09579,11648.75,10,5
09580,20126.93,2,4
09581,8236.3,10,2
09582,7264.47,10,2
09583,6854.84,8,5
09584,8236.3,10,2
09585,14918.46,5,2
09586,7788.02,7,2
09587,6356.48,1,4
09588,18583.38,3,4
09589,6090.67,10,2
09590,11273.32,10,5
09591,2993.34,4,2
09592,13331.55,7,2
09593,9620.35,9,1
09594,18672.73,2,2
09595,7951.52,10,2
09596,10081.24,5,2
09597,9130.42,2,5
09598,16186.35,3,2
09599,4224,4,2
09600,7784.79,7,2
09601,20575.6,10,2
09602,10147.7,5,1
09603,2993.34,4,2
09604,4751.97,4,2
09605,5006.56,4,2
09606,4811.74,1,4
09607,20970.16,3,1
09608,14727.35,3,2
09609,3213.98,10,3
09610,12046.39,3,2
09611,19736.86,2,2
09612,7169.31,10,2
09613,9713.22,6,2
09614,9244.79,4,2
09615,6057.74,2,3
09616,34322.6,5,5
09617,17420.83,3,2
09618,4751.97,4,2
09619,9379.48,6,3
09620,9865.1,5,5
09621,6861.29,5,2
09622,7577.54,7,2
09623,9229.28,5,2
09624,15921.21,3,5
09625,12100.53,3,2
09626,7489.17,7,2
09627,2778.26,4,2
09628,7264.47,10,2
09629,13723.27,5,2
09630,9229.28,5,2
09631,16847.45,3,2
09632,6466.42,10,2
09633,5955.59,8,3
09634,8409.4,5,5
09635,8530.07,7,2
09636,3425.94,4,2
09637,6398.48,10,2
09638,11145.47,6,1
09639,14727.35,3,2
09640,9229.28,5,2
09641,6535.04,4,5
09642,6745.51,4,2
09643,7553.73,2,4
09644,7169.31,10,2
09645,16137.47,3,2
09646,7252.89,2,2
09647,13175.74,3,2
09648,9061.53,7,2
09649,4232.49,4,2
09650,10901.39,10,1
09651,14639.67,3,5
09652,27791.02,6,2
09653,8345.55,7,2
09654,6118.25,5,4
09655,8101.63,7,2
09656,6557.74,5,2
09657,6557.74,5,2
09658,16137.48,3,2
09659,7169.31,10,2
09660,18652.49,5,2
09661,10550.9,9,2
09662,5993.08,8,4
09663,7305.68,10,2
09664,12679.95,3,2
09665,10344.9,9,2
09666,12023.53,2,3
09667,6596.35,10,2
09668,14563.97,3,2
09669,12231.34,5,4
09670,2969.4,4,2
09671,3715.51,8,3
09672,9516.48,9,2
09673,15489.58,2,2
09674,6032.4,1,5
09675,2935.68,4,2
09676,8500.6,10,5
09677,7303,7,5
09678,7373.25,5,2
09679,20407.43,3,2
09680,7088.75,4,1
09681,7136.88,10,2
09682,7577.55,7,2
09683,9656.72,9,3
09684,19898.85,8,2
09685,7316.18,2,5
09686,21478.82,5,1
09687,6912.44,2,2
09688,7161.59,5,4
09689,7667.19,10,5
09690,6318.88,1,2
09691,8222.25,5,3
09692,11799.11,5,2
09693,9713.22,6,2
09694,20073.85,9,2
09695,16186.34,3,2
09696,12164.59,2,4
09697,7093.98,10,2
09698,7562.5,10,2
09699,7348.35,5,2
09700,16986.62,3,5
09701,10062.81,2,5
09702,8040.37,9,3
09703,10046.69,6,2
09704,7879.36,9,1
09705,6304.09,8,4
09706,5403.9,9,5
09707,7277.9,5,3
09708,9138.54,5,3
09709,16137.47,3,2
09710,12599.32,2,3
09711,10277.1,6,2
09712,8465.26,3,2
09713,4120.26,1,2
09714,8289.63,6,4
09715,14293.97,2,2
09716,18613.77,9,2
09717,6471.9,1,2
09718,9468.97,10,4
09719,14727.35,3,2
09720,5414.54,1,2
09721,11655,10,2
09722,6443.75,5,5
09723,5991.05,5,2
09724,11362.76,6,2
09725,16137.47,3,2
09726,7938.7,5,5
09727,5019.89,8,5
09728,9370.3,4,4
09729,5756.09,4,2
09730,4751.97,4,2
09731,7537.76,10,2
09732,9102.5,5,1
09733,9529.79,3,2
09734,2969.4,4,2
09735,8465.26,3,2
09736,8465.26,3,2
09737,13388.73,5,5
09738,6711.25,5,2
09739,6395.32,5,3
09740,7707.69,5,2
09741,6297.04,5,2
09742,6252.35,5,2
09743,2986.71,4,5
09744,7968.44,7,5
09745,6301.16,4,1
09746,7909.97,2,2
09747,5972.35,4,4
09748,13175.74,3,2
09749,7305.37,10,2
09750,7827.84,7,2
09751,4751.97,4,2
09752,16934.33,2,2
09753,5878.4,5,2
09754,5350.61,2,3
09755,9737.42,8,2
09756,12810.12,3,2
09757,8884.94,3,5
09758,7707.69,5,2
09759,9709.41,7,1
09760,13737.51,7,2
09761,7169.31,10,2
09762,7521.43,10,1
09763,9713.22,6,2
09764,6471.9,1,2
09765,8316.46,2,4
09766,13737.5,7,2
09767,13499.24,3,2
09768,8101.63,7,2
09769,12789.88,10,2
09770,7818.45,7,5
09771,4697.21,4,2
09772,15489.57,2,2
09773,16137.47,3,2
09774,6054.97,5,2
09775,14727.35,3,2
09776,6050.4,8,2
09777,4420.52,4,2
09778,7305.36,10,2
09779,15864.36,2,2
09780,19914.72,3,2
09781,7854.16,1,2
09782,9263.27,10,2
09783,10252.69,2,5
09784,7607.15,7,5
09785,4224,4,2
09786,6512.37,4,4
09787,10560.97,6,2
09788,7264.47,10,2
09789,3912.87,1,2
09790,11168.67,7,2
09791,7489.17,7,2
09792,9862.93,10,1
09793,12266.05,2,1
09794,15489.57,2,2
09795,10576.37,9,2
09796,8122.52,10,5
09797,6228.96,1,5
09798,7562.5,10,2
09799,2913.74,4,2
09800,18391.5,3,5
09801,9194.91,5,5
09802,11253.33,2,3
09803,10317.96,3,2
09804,7489.17,7,2
09805,10776.34,3,2
09806,8244.45,10,2
09807,4268.26,8,3
09808,3425.94,4,2
09809,7855.45,6,2
09810,6904.97,5,2
09811,6878.41,5,2
09812,5104.17,4,5
09813,10099.21,5,1
09814,6206.25,10,2
09815,7489.17,7,2
09816,8222.25,5,3
09817,5676.18,2,1
09818,7152.92,3,3
09819,5629.1,1,2
09820,3991.1,1,2
09821,3901.34,4,2
09822,12100.53,3,2
09823,5710.66,5,3
09824,9459.03,5,2
09825,11150.18,2,2
09826,10270.16,10,2
09827,9025.55,5,4
09828,6463.72,7,3
09829,11799.11,5,2
09830,8877.69,10,2
09831,5459.33,1,2
09832,4232.17,1,5
09833,3465.29,4,2
09834,14293.97,2,2
09835,11734.53,1,2
09836,9469.54,6,2
09837,3262.63,4,4
09838,8085.78,10,5
09839,4338.6,8,4
09840,5545.54,4,2
09841,10651.14,10,5
09842,5128.66,8,2
09843,6051.3,10,2
09844,6252.35,5,2
09845,7835.43,5,2
09846,6252.35,5,2
09847,8244.45,10,2
09848,5629.1,1,2
09849,7204.59,5,2
09850,10576.37,9,2
09851,5562.51,4,2
09852,11330.02,8,2
09853,10259.75,10,3
09854,11543.42,10,5
09855,11475.23,2,5
09856,4197.34,1,2
09857,5086.39,4,1
09858,19177.03,3,2
09859,7837.84,10,4
09860,6297.04,5,2
09861,5836.77,10,3
09862,10845.2,3,2
09863,3912.87,1,2
09864,5746.67,2,3
09865,9037.82,3,3
09866,12367.41,10,5
09867,4929.41,4,2
09868,11001.85,6,5
09869,5512.6,4,5
09870,10545,9,2
09871,14563.97,3,2
09872,2778.26,4,2
09873,7264.47,10,2
09874,13891.25,5,5
09875,16187.11,5,2
09876,9563.45,10,2
09877,5756.09,4,2
09878,7559.64,2,2
09879,9407.05,6,2
09880,13076.98,6,5
09881,14976.74,5,5
09882,12265.13,2,2
09883,8218.57,7,2
09884,5403.16,8,2
09885,8284.87,6,2
09886,11968.55,5,2
09887,7559.64,2,2
09888,6054.97,5,2
09889,11125.33,7,1
09890,6792.48,5,2
09891,5253.24,1,2
09892,8025.25,10,2
09893,7131.08,10,2
09894,3286.37,4,2
09895,6041.98,4,4
09896,12550.17,2,2
09897,5481.64,4,2
09898,7718.02,7,2
09899,11849.23,2,3
09900,9836.37,5,2
09901,8105.12,7,2
09902,9265.57,7,5
09903,6150.98,2,1
09904,4706.7,1,4
09905,7962.72,3,2
09906,10423.08,10,2
09907,9244.79,4,2
09908,7060.52,7,5
09909,7566.52,1,5
09910,15804.71,2,2
09911,18145.63,3,5
09912,7577.54,7,2
09913,14727.35,3,2
09914,4193.99,4,2
09915,5039.52,5,3
09916,8393.98,10,2
09917,11535.95,10,2
09918,11482.28,2,3
09919,8101.63,7,2
09920,6165.75,5,2
09921,14563.97,3,2
09922,10215.14,5,2
09923,13687.18,10,1
09924,7689.08,5,5
09925,7169.31,10,2
09926,4311.35,1,5
09927,10588.36,10,2
09928,15623.27,2,2
09929,7481.33,10,1
09930,6253.9,1,5
09931,8995.31,10,2
09932,10560.97,6,2
09933,7745.68,4,2
09934,7222.97,4,5
09935,15968.12,3,2
09936,8338.14,2,2
09937,19914.71,3,2
09938,34756.32,6,2
09939,7411.87,2,5
09940,6589.42,10,2
09941,6663.81,2,5
09942,4697.21,4,2
09943,10344.9,9,2
09944,12188.9,4,1
09945,4133.56,1,2
09946,6466.42,10,2
09947,9673.88,5,2
09948,7420.45,8,3
09949,7518.43,7,5
09950,4751.97,4,2
09951,9737.42,8,2
09952,5414.54,1,2
09953,13109.09,5,2
09954,13085.77,5,4
09955,15506.1,5,2
09956,7208.1,5,5
09957,7401.83,10,2
09958,2894.87,4,2
09959,9909.89,2,5
09960,6057.74,2,3
09961,4751.97,4,2
09962,14390.54,2,4
09963,17254.58,5,2
09964,8640.83,10,1
09965,7955.39,2,2
09966,9986.67,6,2
09967,10321.41,2,5
09968,11330.02,8,2
09969,18600.17,5,2
09970,7535.95,7,2
09971,14528.94,10,2
09972,5403.9,9,5
09973,5689.77,4,2
09974,4079.98,4,3
09975,15551.41,5,2
09976,6120.16,1,2
09977,6186.12,10,2
09978,9088.24,10,4
09979,7100.19,2,5
09980,17569.09,7,5
09981,5576.47,4,5
09982,6193.32,10,2
09983,10550.9,9,2
09984,6873.74,5,2
09985,5486.14,1,5
09986,12153,5,2
09987,15864.36,2,2
09988,7316.18,2,5
09989,11362.76,6,2
09990,7169.31,10,2
09991,5629.1,1,2
09992,7955.39,2,2
09993,5562.51,4,2
09994,11367.86,6,4
09995,10845.19,3,2
09996,7537.76,10,2
09997,13383.63,7,5
09998,3409.68,4,2
09999,6277.22,10,4
10000,7827.84,7,2
10001,2935.68,4,2
10002,6931.95,5,5
10003,7169.31,10,2
10004,7140.04,10,4
10005,27459.46,5,1
10006,14368.38,5,5
10007,4286.3,1,2
10008,6297.04,5,2
10009,4052.69,1,2
10010,9131.57,10,2
10011,15213.44,7,5
10012,4634.22,4,2
10013,5535.93,10,3
10014,14822.51,9,2
10015,4232.49,4,2
10016,8050.4,5,2
10017,11330.02,8,2
10018,27399.33,7,2
10019,6297.04,5,2
10020,10372.36,10,4
10021,8045.53,2,5
10022,12704.78,5,1
10023,7818.45,7,5
10024,8854.9,10,2
10025,13894.74,5,2
10026,9539.45,9,2
10027,7960.93,3,2
10028,6711.25,5,2
10029,7229.76,2,2
10030,13894.74,5,2
10031,10512.33,10,2
10032,6861.29,5,2
10033,9336.47,7,5
10034,6139.28,4,2
10035,7169.31,10,2
10036,7131.08,10,2
10037,4470.66,1,5
10038,12661.58,5,2
10039,7718.02,7,2
10040,6466.42,10,2
10041,8710.49,7,2
10042,4157.74,4,5
10043,2913.74,4,2
10044,7562.5,10,2
10045,13480.8,7,2
10046,8338.14,2,2
10047,7604.88,7,2
10048,12251.01,9,2
10049,15899.78,5,2
10050,8943.86,10,5
10051,7453.57,4,1
10052,9713.22,6,2
10053,5545.54,4,2
10054,6820.42,1,3
10055,5890.06,7,3
10056,6861.29,5,2
10057,8405.11,5,2
10058,4701.9,1,3
10059,7438.94,2,4
10060,4132.53,4,2
10061,5463.41,10,3
10062,7862.34,2,2
10063,12828.67,3,2
10064,6466.42,10,2
10065,12315.1,2,3
10066,14057.42,3,2
10067,7955.4,2,2
10068,7559.64,2,2
10069,6612.77,5,2
10070,7549.59,6,2
10071,6373.55,1,2
10072,12704.78,5,1
10073,7252.89,2,2
10074,16951.04,2,2
10075,6590.83,5,5
10076,13136.85,3,2
10077,10588.36,10,2
10078,12671.94,9,2
10079,11362.76,6,2
10080,6401.46,5,4
10081,6583.36,5,5
10082,4927.77,10,3
10083,7816.17,1,2
10084,7683.01,1,4
10085,8345.55,7,2
10086,3409.68,4,2
10087,10270.16,10,2
10088,8218.57,7,2
10089,11366.22,7,2
10090,10122.06,3,4
10091,7951.52,10,2
10092,5763.04,10,3
10093,9131.57,10,2
10094,4310.36,1,5
10095,6532.13,5,5
10096,3532.95,4,5
10097,18703.56,7,2
10098,2599.86,4,2
10099,10207.48,2,5
10100,5969.69,5,3
10101,15658.49,3,2
10102,7169.31,10,2
10103,4232.49,4,2
10104,6267.95,5,2
10105,8710.49,7,2
10106,9339.61,7,2
10107,2855.87,4,3
10108,8435.02,10,2
10109,5629.1,1,2
10110,3732.62,4,4
10111,7503.02,10,2
10112,10344.9,9,2
10113,8500.6,10,5
10114,5991.05,5,2
10115,9737.42,8,2
10116,2673.74,4,2
10117,4697.21,4,2
10118,10219.8,3,2
10119,9360.84,7,2
10120,16096.16,9,4
10121,3286.37,4,2
10122,10423.08,10,2
10123,10935.56,4,2
10124,7756.87,7,2
10125,5238.2,5,3
10126,5991.05,5,2
10127,4559.17,8,2
10128,3100.73,4,5
10129,12100.53,3,2
10130,4286.3,1,2
10131,3912.87,1,2
10132,3004.5,1,3
10133,4822.66,4,2
10134,10545,9,2
10135,15489.58,2,2
10136,5991.05,5,2
10137,8506.67,10,5
10138,10344.9,9,2
10139,10616.05,5,2
10140,6304.33,1,4
10141,4526.01,4,1
10142,15489.58,2,2
10143,6576.85,7,2
10144,4446.36,1,3
10145,9100.78,10,4
10146,17619.21,2,2
10147,8244.08,7,5
10148,12415.82,5,5
10149,6861.29,5,2
10150,10965.78,2,2
10151,10576.37,9,2
10152,6606.63,7,3
10153,10352.14,6,2
10154,11362.76,6,2
10155,7577.54,7,2
10156,5573.18,10,3
10157,3149.36,4,2
10158,7497.95,2,5
10159,7088.75,4,1
10160,15864.36,2,2
10161,6054.97,5,2
10162,15966.07,5,2
10163,6951.94,10,4
10164,5988.14,10,3
10165,6054.97,5,2
10166,10560.97,6,2
10167,3632.23,10,2
10168,7240.77,5,2
10169,8122.52,10,5
10170,6663.81,2,5
10171,8890.68,7,2
10172,7740.94,5,2
10173,10090.43,5,5
10174,11535.95,10,2
10175,9155.04,6,2
10176,7951.52,10,2
10177,5600.99,8,2
10178,6858.53,10,2
10179,7056.97,10,3
10180,13645.38,5,1
10181,2778.26,4,2
10182,6540.32,5,2
10183,10921.71,7,2
10184,6297.04,5,2
10185,10845.19,3,2
10186,21446.1,7,2
10187,14797.17,3,2
10188,10745.46,5,2
10189,9539.46,9,2
10190,17543.67,2,2
10191,9130.42,2,5
10192,6286.39,1,5
10193,9737.42,8,2
10194,7577.54,7,2
10195,9948.58,10,5
10196,4132.53,4,2
10197,7133.12,7,2
10198,6090.67,10,2
10199,12063.59,2,4
10200,9539.45,9,2
10201,6150.98,2,1
10202,8122.52,10,5
10203,13109.09,5,2
10204,6565.18,5,2
10205,12629.22,6,2
10206,7930.79,5,3
10207,2969.4,4,2
10208,6798.75,10,2
10209,19088.84,3,2
10210,4996.53,4,2
10211,4937.54,4,5
10212,9263.27,10,2
10213,23529.47,3,2
10214,8054.59,10,2
10215,16986.62,3,5
10216,8393.98,10,2
10217,13625.2,5,1
10218,6506.71,5,2
10219,12110.19,6,2
10220,10215.14,5,2
10221,2566.03,4,2
10222,5128.66,8,2
10223,17552.97,2,2
10224,10344.9,9,2
10225,7169.31,10,2
10226,19137.16,3,1
10227,2969.4,4,2
10228,14563.97,3,2
10229,6557.74,5,2
10230,2969.4,4,2
10231,6792.48,5,2
10232,7862.34,2,2
10233,3910.2,4,4
10234,16272.05,2,2
10235,5126.84,4,2
10236,9979.94,7,2
10237,6466.42,10,2
10238,7553.73,2,4
10239,16649.24,1,5
10240,6900.46,10,5
10241,7559.64,2,2
10242,13742.21,5,1
10243,13486.7,6,2
10244,4622.79,4,3
10245,4491.8,4,2
10246,7553.73,2,4
10247,3912.87,1,2
10248,10027.74,5,1
10249,9229.28,5,2
10250,17888.36,3,2
10251,11925.04,10,2
10252,23234.06,3,4
10253,5468.41,1,2
10254,5717.72,10,3
10255,13737.51,7,2
10256,9131.56,10,2
10257,6913.06,10,1
10258,9007.73,10,2
10259,14615.7,3,2
10260,8854.9,10,2
10261,5565.54,8,5
10262,13494.45,5,2
10263,5639.39,1,2
10264,8383.69,5,2
10265,9999.81,4,2
10266,14727.35,3,2
10267,8064.03,5,2
10268,6904.97,5,2
10269,7788.02,7,2
10270,11697.55,9,4
10271,2742.57,4,2
10272,10329.36,5,3
10273,11475.38,9,2
10274,15966.07,5,2
10275,32594.53,7,2
10276,8345.55,7,2
10277,8508.14,7,4
10278,6139.28,4,2
10279,7465.21,10,5
10280,11965.17,10,2
10281,12655.99,10,2
10282,11021.93,2,5
10283,8159.84,2,2
10284,3409.68,4,2
10285,7756.1,10,2
10286,9870.34,10,5
10287,15966.07,5,2
10288,7305.36,10,2
10289,5999.61,1,3
10290,11336.66,2,4
10291,7537.76,10,2
10292,20518.26,3,4
10293,12512.07,9,5
10294,5800.45,7,3
10295,5639.39,1,2
10296,15489.57,2,2
10297,10153.14,5,3
10298,9163.15,10,2
10299,18580.03,3,5
10300,9610.9,2,2
10301,11049.91,9,2
10302,9469.55,6,2
10303,8969.92,1,5
10304,14249.48,7,2
10305,13331.54,7,2
10306,7495.46,5,2
10307,8345.55,7,2
10308,9131.57,10,2
10309,9433.48,5,5
10310,16951.04,2,2
10311,8171.47,2,5
10312,6647.68,1,5
10313,9832.49,5,3
10314,10734.46,2,2
10315,8981.39,2,4
10316,10669.31,7,2
10317,6996.13,5,2
10318,6027.16,1,2
10319,11725.79,9,4
10320,32594.55,7,2
10321,9295.74,10,4
10322,7503.02,10,2
10323,9396.76,5,2
10324,5629.1,1,2
10325,4193.99,4,2
10326,18600.17,5,2
10327,3632.23,10,2
10328,9673.88,5,2
10329,9673.88,5,2
10330,8345.55,7,2
10331,22379.57,3,2
10332,14615.7,3,2
10333,33021.89,5,2
10334,3242.22,4,2
10335,14976.74,5,5
10336,10545,9,2
10337,4294.15,1,5
10338,8458.37,5,2
10339,7131.08,10,2
10340,22266.99,7,2
10341,9742.49,10,5
10342,7274.58,7,2
10343,17351.46,2,2
10344,8338.29,4,2
10345,11362.76,6,2
10346,16521.9,3,2
10347,6004.19,5,2
10348,16549.72,2,2
10349,7169.31,10,2
10350,12332.24,5,2
10351,7955.4,2,2
10352,6466.42,10,2
10353,9263.27,10,2
10354,10215.14,5,2
10355,14727.35,3,2
10356,10317.95,3,2
10357,2599.86,4,2
10358,6070.64,5,4
10359,4870.46,4,3
10360,5629.1,1,2
10361,8877.69,10,2
10362,6396.68,10,3
10363,8744.52,7,5
10364,5929.24,5,2
10365,10616.05,5,2
10366,7438.94,2,4
10367,10651.14,10,5
10368,7264.47,10,2
10369,9918.94,10,5
10370,7874.58,10,2
10371,4157.19,5,3
10372,10731.45,2,5
10373,14549.08,5,2
10374,16847.45,3,2
10375,2778.26,4,2
10376,12550.17,2,2
10377,10616.05,5,2
10378,18770.16,10,1
10379,9539.45,9,2
10380,6356.48,1,4
10381,18273.43,3,2
10382,5348.03,7,3
10383,7834.5,2,2
10384,4343.27,4,2
10385,11362.76,6,2
10386,15489.58,2,2
10387,8586.65,4,1
10388,4197.34,1,2
10389,6463.72,7,3
10390,17909.78,5,5
10391,9979.94,7,2
10392,7033.04,7,2
10393,9610.9,2,2
10394,9025.55,5,4
10395,7133.12,7,2
10396,7264.47,10,2
10397,8087.75,5,2
10398,12984.84,7,2
10399,15164.02,8,3
10400,20093.3,3,5
10401,7196.64,10,4
10402,7122.72,2,2
10403,19177.04,3,2
10404,7348.35,5,2
10405,7756.87,7,2
10406,12060.17,5,5
10407,8393.98,10,2
10408,8555.86,6,4
10409,12746.76,10,4
10410,12659.75,7,2
10411,2778.26,4,2
10412,4697.21,4,2
10413,9713.22,6,2
10414,23239.75,6,2
10415,23897.05,5,1
10416,7503.02,10,2
10417,4224,4,2
10418,7503.02,10,2
10419,6867.14,7,2
10420,14948.34,5,2
10421,13550.13,7,3
10422,17712.15,3,2
10423,12629.23,6,2
10424,9713.22,6,2
10425,7715.6,2,5
10426,8187.63,5,2
10427,9828.09,7,2
10428,7676.02,5,2
10429,7122.72,2,2
10430,9263.27,10,2
10431,16186.34,3,2
10432,5561.03,5,3
10433,15489.57,2,2
10434,6692.94,8,3
10435,6684.19,5,4
10436,12745.64,2,3
10437,3049.41,1,3
10438,10046.69,6,2
10439,10807.79,9,5
10440,10270.81,10,2
10441,14918.46,5,2
10442,10506.98,7,2
10443,5878.4,5,2
10444,14918.45,5,2
10445,6113.88,10,4
10446,16137.47,3,2
10447,10310.21,5,2
10448,7960.93,3,2
10449,6725.7,5,3
10450,6491.07,10,4
10451,10560.97,6,2
10452,16772.53,5,2
10453,7727.97,10,5
10454,13501.6,6,2
10455,7742.86,2,2
10456,12984.84,7,2
10457,6062.96,4,4
10458,11617.03,1,2
10459,3242.22,4,2
10460,11655,10,2
10461,14374.98,2,5
10462,13175.74,3,2
10463,10279.74,5,5
10464,11655,10,2
10465,9539.46,9,2
10466,2993.34,4,2
10467,4905.89,4,2
10468,9433.48,5,5
10469,7122.72,2,2
10470,19109.51,3,1
10471,5027.03,1,3
10472,3474.34,8,3
10473,8393.98,10,2
10474,10317.95,3,2
10475,8324.53,10,2
10476,2711.43,4,2
10477,7423.42,10,5
10478,8979.68,10,4
10479,8165.39,1,2
10480,10279.74,5,5
10481,11362.76,6,2
10482,14080.54,5,5
10483,9252.65,5,3
10484,4907.81,4,2
10485,6905.04,7,2
10486,7549.59,6,2
10487,17260.58,3,2
10488,6800.58,5,2
10489,10382.89,7,1
10490,5991.05,5,2
10491,16427.85,7,2
10492,13578.06,2,5
10493,7564.85,2,5
10494,12011.81,9,2
10495,11362.76,6,2
10496,7757.7,10,2
10497,16137.47,3,2
10498,8849.86,1,2
10499,7620.24,1,5
10500,17420.83,3,2
10501,7951.52,10,2
10502,9750.45,6,2
10503,6612.77,5,2
10504,7845.59,10,4
10505,14918.46,5,2
10506,6814.27,1,2
10507,11330.03,8,2
10508,10717.06,5,3
10509,29412.13,3,5
10510,4811.74,1,4
10511,14025.74,5,2
10512,7169.31,10,2
10513,5334.31,1,2
10514,9263.26,10,2
10515,14390.54,2,4
10516,9713.22,6,2
10517,15451.89,5,5
10518,11471.75,5,5
10519,4388.98,4,2
10520,12469.42,6,2
10521,12321.91,9,2
10522,19088.85,3,2
10523,14591.87,3,2
10524,7553.73,2,4
10525,8393.98,10,2
10526,4751.97,4,2
10527,2702.73,4,3
10528,9367.36,9,3
10529,4224,4,2
10530,9736.6,2,2
10531,9539.45,9,2
10532,6792.34,4,5
10533,7088.75,4,1
10534,5026.78,10,3
10535,21050.87,3,5
10536,10205.91,7,2
10537,7009.47,7,2
10538,48119.33,7,1
10539,13398.59,3,2
10540,12991.59,7,2
10541,13757.86,10,5
10542,6900.46,10,5
10543,7009.47,7,2
10544,5639.39,1,2
10545,6506.71,5,2
10546,2778.26,4,2
10547,5629.1,1,2
10548,7503.02,10,2
10549,20929.93,5,2
10550,8620.52,6,2
10551,8978.73,6,4
10552,4078.01,4,4
10553,7169.31,10,2
10554,7169.31,10,2
10555,7718.02,7,2
10556,11330.02,8,2
10557,16137.46,3,2
10558,11079.64,6,2
10559,14727.35,3,2
10560,7326.18,10,5
10561,7232.63,2,2
10562,9007.73,10,2
10563,11330.03,8,2
10564,34738.57,7,2
10565,16838.06,5,5
10566,8640.83,10,1
10567,7756.87,7,2
10568,2767.96,10,3
10569,2767.96,10,3
10570,6691.67,10,3
10571,7526.24,2,5
10572,7305.36,10,2
10573,6808.82,4,2
10574,4912.4,8,2
10575,2894.87,4,2
10576,8734.96,6,3
10577,8969.62,10,2
10578,8222.25,5,3
10579,10666.07,9,1
10580,10270.16,10,2
10581,9170.44,6,2
10582,7537.76,10,2
10583,22756.58,3,5
10584,6920.85,4,5
10585,8506.67,10,5
10586,11407.15,6,5
10587,16194.27,5,4
10588,2913.74,4,2
10589,7757.7,10,2
10590,8890.67,7,2
10591,4199.09,1,5
10592,9959.8,10,5
10593,6027.16,1,2
10594,6282.72,10,3
10595,10602.97,10,2
10596,4751.97,4,2
10597,17420.84,3,2
10598,14208.48,7,2
10599,16630.16,7,2
10600,7620.24,1,5
10601,10215.14,5,2
10602,12100.53,3,2
10603,22468.67,2,2
10604,8324.53,10,2
10605,23529.47,3,2
10606,9229.28,5,2
10607,4157.19,5,3
10608,32023.79,8,1
10609,4286.3,1,2
10610,4224,4,2
10611,5629.1,1,2
10612,3314.05,4,5
10613,7549.59,6,2
10614,8393.98,10,2
10615,7535.95,7,2
10616,6787.05,7,4
10617,5717.72,10,3
10618,2529.18,4,3
10619,5888.98,8,2
10620,6054.97,5,2
10621,16996.13,3,2
10622,11570.71,4,2
10623,12584.17,10,5
10624,78863,2,4
10625,15551.41,5,2
10626,7131.08,10,2
10627,5715.96,1,2
10628,6443.75,5,5
10629,10643.58,6,2
10630,7489.17,7,2
10631,7937.43,7,2
10632,7306,1,2
10633,4120.26,1,2
10634,16986.62,3,5
10635,5313.71,4,2
10636,2814.88,4,2
10637,7354.47,3,2
10638,12745.64,2,3
10639,11362.76,6,2
10640,4193.99,4,2
10641,10550.9,9,2
10642,6865.52,1,5
10643,11965.16,10,2
10644,5388.83,4,2
10645,3846.67,4,5
10646,5006.56,4,2
10647,17931.11,5,2
10648,6463.72,7,3
10649,13971.39,5,2
